Article ID,Article Title,User Name,Resolve?,Include,Search Engine,Exclusion stage,Reason for exclusion,Details of reason for exclusion if other,Article Topic: notes,Year of publication,Country of Primary Author,Study Location Name,Study Country,Study Location Coordinates (Decimal Degrees),Study length (years),Starting year of data collection,Number of study species,Species family,Species Latin Name(s),Conservation status(es),Sample size (individuals),Sample size (colonies),Sample size (other),Research Focus,Research Focus if other or additional details,Source of seabird location information.,Source of seabird location information if other,Tracking accuracy (m),Temporal resolution of tracking data, Type of remote sensing,Type of remote sensing if other,Repository (website) source of remotely sensed data,Satellite Source/Space Agency,Satellite platform for remote sensing data,Satellite sensor used,Satellite Product/Environmental Variables,Derived metrics,Non-SRS environmental variables ,Temporal Resolution of SRS (days),Spatial resolution of SRS (mxm),Satellite imagery processing/analysis software,Was satellite data verified? How?,Details of how satellite data was verified if Other,Do/How do authors account for or discuss temporal variation in environment?,Analytical method for linking movement and environment,Do the authors make or discuss specific predicted changes in seabird ecology,Link to policy or conservation,Additional notes,User Note,Title,Journal,Authors
10683948,When three per cent may not be three per cent; device-equipped seabirds experience variable flight constraints,hannah.1.wood,,FALSE,GS,Title/Abstract, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,When three per cent may not be three per cent; device-equipped seabirds experience variable flight constraints,Marine Biology,"Vandenabeele, Sylvie P.; Shepard, Emily L.; Grogan, Adam; Wilson, Rory P."
10683949,Oil spill remote sensing,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oil spill remote sensing,Earth system monitoring,"Fingas, Mervin; Brown, Carl"
10683950,Rapid population estimate of a surface-nesting seabird on a remote island using a low-cost unmanned aerial vehicle,hannah.1.wood,,TRUE,GS,,,,,Feb-16,UK,Inaccessible Island,Tristan de Cunha,"-37.3, -12.68",1,2015,1,,Diomedea dabbenena,,,,1 survey, Abundance/Population Estimates,, Aerial survey,,,, UAV,,,,DJI Phantom 2 quadcopte,GoPro  Hero4  camera,images,count data,,2 seconds,0.2m,, Not Included,,,,,,,,Rapid population estimate of a surface-nesting seabird on a remote island using a low-cost unmanned aerial vehicle,Marine Ornithology,"McCLELLAND, GREGORY TW; Bond, Alexander L.; Sardana, Aniket; Glass, Trevor"
10683951,Seabird affinities for Gulf Stream frontal eddies: responses of mobile marine consumers to episodic upwelling,hannah.1.wood,,TRUE,GS,,,,,1986,USA,South Atlantic Bight,USA,"31,",4,1982,,,Pterodroma hasitata;;;Calonectris diomedea;;;Puffinus gravis;;;Puffinus Iherminieri;;;Oceanites oceanicus;;;Oceanodroma leucorhoa;;;Oceanodroma castro;;;Sula dactylatra;;;Stercorarius pomarinus;;;Stercorarius parasiticus;;;Larus atricilla;;;Larus argentatus;;;Sterna maxima;;;Sterna hirundo;;;Sterna paradisaea;;;Sterna anaethetus;;;Sterna fuscata;;;Chlidonias niger,,,,1206 15min counts,Foraging Location/Distribution,, At-sea survey,,300,, Satellite,,"GulfStreamSystemFlowCharts,preparedby Dr.S. Baig,NOAA/NESS,Miami,Florida",NOAA/NESS,NOAA-6satellite,VHRR,SST: VHRRatmospherically-correctedthermalimage,"Eddy location;;;Eddy cold core surface area;;;Monthly upwelling indicies:  eddy frequency, size and percent coverage of the 200m isobath",,1.5,,manual chart plotting, In situ measurements,,"Looked at all seasons over multiple years. Nocorrelationbetweeneddyageattimeofsamplingandeddy-specificseabirddensitywasapparent. Samplingateddieswasconductedduringanextendedseasonaltimespan(MaytoOctober),however,a periodwhenseabirdabundanceschangephenologically(Haney,unpubl.data).Becauseof thisbias,a morevalidcomparisonwouldbe of thesameeddysampledat  twodifferentintervals.Eddy84-5(Table2) wassampledonboth9 and11May1984,butnosignificantdifferencesin seabirdabundancesoccurredbetweenthetwosamplingdates","Comparisons of mean seabird densities between eddy-influenced and resident shelf and Gulf Stream waters, between differenteddies,andbetweenwatermasseswithineddies(Fig.1) wereallevaluatedwithMann-WhitneyV-testsor Student's t-tests for samples of unequal sizes.  Spearman'srankcorrelation(rs)wasusedto testforsignificantrelationshipsbetweeneddyageandseabirdabundance,andforrelationshipsbetweenseasonalupwellingfrequencyandseasonalseabirdabundance.",,,,,Seabird affinities for Gulf Stream frontal eddies: responses of mobile marine consumers to episodic upwelling,Journal of Marine Research,"Haney, J. Christopher"
10683952,A novel projection technique to identify important at-sea areas for seabird conservation: An example using Northern gannets breeding in the North East Atlantic,hannah.1.wood,,FALSE,GS,Title/Abstract, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A novel projection technique to identify important at-sea areas for seabird conservation: An example using Northern gannets breeding in the North East Atlantic,Biological conservation,"Grecian, W. James; Witt, Matthew J.; Attrill, Martin J.; Bearhop, Stuart; Godley, Brendan J.; Grémillet, David; Hamer, Keith C.; Votier, Stephen C."
10683953,Estimation of sediment settling velocity in estuarine and coastal waters using optical remote sensing data,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estimation of sediment settling velocity in estuarine and coastal waters using optical remote sensing data,Advances in Space Research,"Nasiha, Hussain J.; Shanmugam, Palanisamy; Sundaravadivelu, Ranganathan"
10683954,Monitoring and mapping of flood plumes in the Great Barrier Reef based on in situ and remote sensing observations,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monitoring and mapping of flood plumes in the Great Barrier Reef based on in situ and remote sensing observations,Advances in Environmental Remote Sensing to Monitor Global Changes,"Devlin, Michelle; Schroeder, Thomas; McKinna, Lachlan; Brodie, Jon; Brando, Vittorio; Dekker, Arnold"
10683955,Antarctic petrels ‘on the ice rocks’: wintering strategy of an Antarctic seabird,hannah.1.wood,,TRUE,GS,,,,,2020,France,Svarthamaren,Antarctica,"-71.88, 5.17",2,2011,1,,Thalassoica antarctica,,86,,,Foraging Location/Distribution,, GLS tag,also stable isotopes,,,,,,,,,"Sea ice concentration/cover;;;surface height (SSH, as a proxy to define the location of fronts according to contour methods)","distance to sea-ice edge;;;SIC, the area covered by small icebergs (;;;residence time of large icebergs",distance to the breeding colony,30,2 x 2 degrees,R v.3.5.2., Not Included,,,"ralized additivemixed-effects models (GAMMs), applying a separate smoothing function to each predictor variable (seesupplementary material for statistical details). Generalized linear mixed-effects models were used to testthe effects of distance to sea-ice edge and distance to colony.",,,Over-winter not just breeding season,,Antarctic petrels ‘on the ice rocks’: wintering strategy of an Antarctic seabird,Royal Society Open Science,"Delord, Karine; Kato, Akiko; Tarroux, Arnaud; Orgeret, Florian; Cotté, Cédric; Ropert-Coudert, Yan; Cherel, Yves; Descamps, Sébastien"
10683956,"Light absorption properties of southeastern Bering Sea waters: Analysis, parameterization and implications for remote sensing",hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light absorption properties of southeastern Bering Sea waters: Analysis, parameterization and implications for remote sensing",Remote sensing of environment,"Naik, Puneeta; D’Sa, Eurico J.; Gomes, Helga do R.; Goés, Joaquim I.; Mouw, Colleen B."
10683957,A toolkit to study seabird–fishery interactions,hannah.1.wood,,FALSE,GS,Title/Abstract, Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A toolkit to study seabird–fishery interactions,ICES Journal of Marine Science,"Le Bot, Tangi; Lescroël, Amélie; Grémillet, David"
10683958,Flexible flight response to challenging wind conditions in a commuting Antarctic seabird: do you catch the drift?,hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,environmental variables are modelled.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flexible flight response to challenging wind conditions in a commuting Antarctic seabird: do you catch the drift?,Animal Behaviour,"Tarroux, Arnaud; Weimerskirch, Henri; Wang, Sheng-Hung; Bromwich, David H.; Cherel, Yves; Kato, Akiko; Ropert-Coudert, Yan; Varpe, Øystein; Yoccoz, Nigel G.; Descamps, Sébastien"
10683959,Consumption of marine resources by seabirds and seals in Crozet and Kerguelen waters: changes in relation to consumer biomass 1962–85,hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumption of marine resources by seabirds and seals in Crozet and Kerguelen waters: changes in relation to consumer biomass 1962–85,Antarctic Science,"Guinet, C.; Cherel, Y.; Ridoux, V.; Jouventin, P."
10683960,"Coastal upwelling in the San Jorge Gulf (Southwestern Atlantic) from remote sensing, modelling and hydrographic data",hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coastal upwelling in the San Jorge Gulf (Southwestern Atlantic) from remote sensing, modelling and hydrographic data","Estuarine, Coastal and Shelf Science","Pisoni, Juan P.; Rivas, Andrés L.; Tonini, Mariano H."
10683961,Estimating surface pCO2 in the northern Gulf of Mexico: Which remote sensing model to use?,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estimating surface pCO2 in the northern Gulf of Mexico: Which remote sensing model to use?,Continental Shelf Research,"Chen, Shuangling; Hu, Chuanmin; Cai, Wei-Jun; Yang, Bo"
10683962,"Characterization and source of oil contamination on the beaches and seabird corpses, Sable Island, Nova Scotia, 1996–2005",hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Characterization and source of oil contamination on the beaches and seabird corpses, Sable Island, Nova Scotia, 1996–2005",Marine Pollution Bulletin,"Lucas, Zoe; MacGregor, Clive"
10683963,Spatial scales of marine conservation management for breeding seabirds,hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatial scales of marine conservation management for breeding seabirds,Marine Policy,"Oppel, Steffen; Bolton, Mark; Carneiro, Ana PB; Dias, Maria P.; Green, Jonathan A.; Masello, Juan F.; Phillips, Richard A.; Owen, Ellie; Quillfeldt, Petra; Beard, Annalea"
10683964,Multidimensionality of aging in a long-lived seabird,hannah.1.wood,,FALSE,GS,Title/Abstract, Unpublished,Dissertation not peer-reviewed article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multidimensionality of aging in a long-lived seabird,,"Urvik, Janek"
10683965,Perspectives in ornithology application of tracking and data-logging technology in research and conservation of seabirds,hannah.1.wood,,FALSE,GS,Title/Abstract, Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perspectives in ornithology application of tracking and data-logging technology in research and conservation of seabirds,The Auk,"Burger, Alan E.; Shaffer, Scott A."
10683966,Elements of physical oceanography: a derivative of the encyclopedia of ocean sciences,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elements of physical oceanography: a derivative of the encyclopedia of ocean sciences,,"Steele, John H.; Thorpe, Steve A.; Turekian, Karl K."
10683967,Quantification of non-algal light attenuation in the Sargasso Sea: Implications for biogeochemistry and remote sensing,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quantification of non-algal light attenuation in the Sargasso Sea: Implications for biogeochemistry and remote sensing,Deep Sea Research Part II: Topical Studies in Oceanography,"Siegel, David A.; Michaels, Anthony F."
10683968,Modelling habitat selection at multiple scales with multivariate geostatistics: an application to seabirds in open sea,hannah.1.wood,,FALSE,GS,Title/Abstract, Duplicate with Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modelling habitat selection at multiple scales with multivariate geostatistics: an application to seabirds in open sea,Oikos,"Bellier, Edwige; Certain, Grégoire; Planque, Benjamin; Monestiez, Pascal; Bretagnolle, Vincent"
10683969,Tags on seabirds: how seriously are instrument-induced behaviours considered?,hannah.1.wood,,FALSE,GS,Title/Abstract, Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tags on seabirds: how seriously are instrument-induced behaviours considered?,Animal Welfare-The UFAW Journal,"Vandenabeele, S. P.; Wilson, R. P.; Grogan, A."
10683970,Can drones count gulls? Minimal disturbance and semiautomated image processing with an unmanned aerial vehicle for colony‐nesting seabirds,hannah.1.wood,,FALSE,GS, Main Body, Other: describe below,Just methods no ecological study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Can drones count gulls? Minimal disturbance and semiautomated image processing with an unmanned aerial vehicle for colony‐nesting seabirds,Ecology and evolution,"Rush, Graham P.; Clarke, Lucy E.; Stone, Meg; Wood, Matt J."
10683971,Forage fish of the Pacific Rim as revealed by diet of a piscivorous seabird: synchrony and relationships with sea surface temperature,hannah.1.wood,,FALSE,GS, Main Body, Not about seabird ecology,study species is the forage fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forage fish of the Pacific Rim as revealed by diet of a piscivorous seabird: synchrony and relationships with sea surface temperature,Canadian Journal of Fisheries and Aquatic Sciences,"Thayer, Julie A.; Bertram, Douglas F.; Hatch, Scott A.; Hipfner, Mark J.; Slater, Leslie; Sydeman, William J.; Watanuki, Yutaka"
10683972,Sea–air flux of CO2 in the Caribbean Sea estimated using in situ and remote sensing data,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea–air flux of CO2 in the Caribbean Sea estimated using in situ and remote sensing data,Remote Sensing of Environment,"Olsen, Are; Triñanes, Joaquin A.; Wanninkhof, Rik"
10683973,Optical characterisation of suspended particles in the Mackenzie River plume (Canadian Arctic Ocean) and implications for ocean colour remote sensing,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical characterisation of suspended particles in the Mackenzie River plume (Canadian Arctic Ocean) and implications for ocean colour remote sensing,Biogeosciences,"Doxaran, D.; Ehn, J.; Bélanger, S.; Matsuoka, A.; Hooker, S.; Babin, M."
10683974,Terrestrial remote sensing of snowmelt in a diverse High-Arctic tundra environment using time-lapse imagery,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terrestrial remote sensing of snowmelt in a diverse High-Arctic tundra environment using time-lapse imagery,Remote Sensing,"Kępski, Daniel; Luks, Bartłomiej; Migała, Krzysztof; Wawrzyniak, Tomasz; Westermann, Sebastian; Wojtuń, Bronisław"
10683975,Environmental monitoring with seabirds: do we need additional technology?,hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental monitoring with seabirds: do we need additional technology?,South African Journal of Marine Science,"Wilson, R. P."
10683976,A new use of technology to solve an old problem: Estimating the population size of a burrow nesting seabird,hannah.1.wood,,TRUE,GS,,,,,2018,Mexico,Natividad Island,Mexico,"27.85, -115.17",2,2016,1,,Puffinus opisthomelas,,,,, Abundance/Population Estimates,, Aerial survey,,,, UAV,,,,DJI Phantom 3 Standard UAV (China),standardcamerafortheDJIPhantom3 Standar,colour images,nest count,,5 sec,10-15 m,"photogrammetrysoftware,AgisoftPhotoscanProfessional", In situ measurements,ground counts,,,,,,,A new use of technology to solve an old problem: Estimating the population size of a burrow nesting seabird,PloS one,"Albores-Barajas, Yuri V.; Soldatini, Cecilia; Ramos-Rodríguez, Alejandro; Alcala-Santoyo, Javier E.; Carmona, Roberto; Dell’Omo, Giacomo"
10683977,"Pseudo-nitzschia blooms in a coastal upwelling system: Remote sensing detection, toxicity and environmental variables",hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pseudo-nitzschia blooms in a coastal upwelling system: Remote sensing detection, toxicity and environmental variables",Water,"Torres Palenzuela, Jesus M.; González Vilas, Luis; Bellas, Francisco M.; Garet, Elina; González-Fernández, África; Spyrakos, Evangelos"
10683978,Assessment of particulate absorption properties in the southeastern Bering Sea from in-situ and remote sensing data,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assessment of particulate absorption properties in the southeastern Bering Sea from in-situ and remote sensing data,Journal of Applied Remote Sensing,"Naik, Puneeta; D'Sa, Eurico; Goes, Joaquim I.; do Rosario Gomes, Helga"
10683979,Remote sensing of water turbidity in the Eastern China Seas from Geostationary Ocean Colour Imager,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote sensing of water turbidity in the Eastern China Seas from Geostationary Ocean Colour Imager,International Journal of Remote Sensing,"Wang, Shengqiang; Mao, Ying; Zheng, Lufei; Qiu, Zhongfeng; Bilal, Muhammad; Sun, Deyong"
10683980,"An evaluation of oil spill responses for offshore oil production projects in Newfoundland and Labrador, Canada: Implications for seabird conservation",hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An evaluation of oil spill responses for offshore oil production projects in Newfoundland and Labrador, Canada: Implications for seabird conservation",Marine pollution bulletin,"Fraser, Gail S.; Racine, Vincent"
10683981,"Offshore diplomacy, or how seabirds mitigate intra-specific competition: a case study based on GPS tracking of Cape gannets from neighbouring colonies",hannah.1.wood,,TRUE,GS,,,,,2004,France,"Bird Island and Malgas, Western Cape",South Africa,"-32.08, 18.3;;;-33.05, 17.92",1,2002,1,Sulidae,Morus capensis,,91,,,Foraging Location/Distribution,,Satellite tag/GPS tag,,May-20,1 - 10s, Satellite,,wind only: ttp://orbit212.wwb.noaa.gov/quikscat/,NOAA (SST),OrbView-2 S,(SST)  Advanced Very High  Resolution  Radiometer;;;(CHL) SeaWiFS (Sea-viewing Wide Field-of-view Sensor);;;SeaWinds  Scatterometer,SST;;;CHL a (NASA  level-2  normalised  water  radiances);;;wind speed;;;wind direction,,,1 (SST),1000 (SST),SeaWiFS Data AnalysisSystem  (SeaDAS)  and  the  OC4v4  algorithm;;;MultichannelSea  Surface  Temperature  algorithm, Not Included,,"However, there is a time lag between strong upwellingactivity  and  enhanced  primary  production  (compareFigs. 6 & 7), and the availability of pelagic fish does notshow a straightforward, linear response to these para-meters.",maps/visual overlaps and descriptive,,,,,"Offshore diplomacy, or how seabirds mitigate intra-specific competition: a case study based on GPS tracking of Cape gannets from neighbouring colonies",Marine Ecology Progress Series,"Grémillet, David; Dell¹Omo, Giacomo; Ryan, Peter G.; Peters, Gerrit; Ropert-Coudert, Yan; Weeks, Scarla J."
10683982,"Influence of hydrography, fishing activity, and colony location on summer seabird distribution in the south-eastern North Sea",hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Influence of hydrography, fishing activity, and colony location on summer seabird distribution in the south-eastern North Sea",ICES Journal of Marine Science,"Garthe, Stefan"
10683983,"Remote sensing to map influence of light pollution on Cory’s shearwater in São Miguel Island, Azores Archipelago",hannah.1.wood,,FALSE,GS,Title/Abstract, Duplicate with Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Remote sensing to map influence of light pollution on Cory’s shearwater in São Miguel Island, Azores Archipelago",European Journal of Wildlife Research,"Rodrigues, Pedro; Aubrecht, Christoph; Gil, Artur; Longcore, Travis; Elvidge, Chris"
10683984,Seabird population changes following mammal eradications on islands,hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seabird population changes following mammal eradications on islands,Animal Conservation,"Brooke, M. de L.; Bonnaud, E.; Dilley, B. J.; Flint, E. N.; Holmes, N. D.; Jones, H. P.; Provost, P.; Rocamora, G.; Ryan, P. G.; Surman, C."
10683985,Environmental change and Antarctic seabird populations,hannah.1.wood,,FALSE,GS, Main Body, Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental change and Antarctic seabird populations,Science,"Croxall, John P.; Trathan, P. N.; Murphy, E. J."
10683986,Temporal fractals in seabird foraging behaviour: diving through the scales of time,hannah.1.wood,,FALSE,GS,Title/Abstract, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temporal fractals in seabird foraging behaviour: diving through the scales of time,Scientific reports,"MacIntosh, Andrew JJ; Pelletier, Laure; Chiaradia, Andre; Kato, Akiko; Ropert-Coudert, Yan"
10683987,Predictive habitat modelling for the population census of a burrowing seabird: a study of the endangered Cook’s petrel,hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predictive habitat modelling for the population census of a burrowing seabird: a study of the endangered Cook’s petrel,Biological Conservation,"Rayner, Matt J.; Clout, Mick N.; Stamp, Rosalie K.; Imber, Michael J.; Brunton, Dianne H.; Hauber, Mark E."
10683988,"Leapfrog migration and habitat preferences of a small oceanic seabird, Bulwer's petrel (Bulweria bulwerii)",hannah.1.wood,,TRUE,GS,,,,,2015,Spain,Subtropical and tropical Atlantic Ocean.,Macaronesia,"25, -20",7,2007,1,,Bulweria bulwerii,,115,,, Migration,, GLS tag,,"200, 000",12 hours, Satellite,,NOAA CoastWatch (http://coastwatch.pfeg.noaa.gov/),NOAA,,,"surface  chlorophyll a concentration;;;salinity (SAL, g of salt per kg of water);;;SST;;;Wind speed","gradients for BAT, CHL a and SST",seafloor depth,30,2 degrees,MaxEnt3.3.3e software, Not Included,,"TheMaxEntvariable importance and the percentage of vari-able contribution rankings differed both between seasons.  During the breeding season, the highest-ranked variable waseither SST or WIND, whereas for the non-breeding season,SST and SSTG.","Bulwer’s petrel habitat probability models were developedusing theMaxEnt3.3.3e software (Phillipset al., 2006), aprogram for modelling ecological niches from presence-only records.;;;All habitat use models were devel-oped on the basis of a logistic output format and with 100bootstrapped replicates, each of them built on randomlysampled subsets of 10% of the bird positions as training points.  datawere jackknifed to evaluate each variable’s importance inexplaining  the  observed  distribution.  The  percentage  ofcontribution of each variable was calculated on the basis ofhow much the variable contributed to an increase in the reg-ularized model gain as averaged over each model run. Todetermine the permutation importance of each variable, thevalues in the training presence and background data wererandomly varied and the resulting change in the area underthe receiver operating characteristic curve (AUC) statisticwas examined, normalized to percentages (Phillipset al.,2006). The results were summarized as the average of the100 models, and model evaluation was performed using theAUC statistic, which measures the ability of model predic-tions  to  discriminate  seabird  presence  from  backgroundpoints;;;a second modelling approach, the fivepredictive models developed for the breeding period (and foreach colony) were used to build probability maps for each ofthe populations during the non-breeding season using therelevant environmental variables averaged for the non-breed-ing period",,,,,"Leapfrog migration and habitat preferences of a small oceanic seabird, Bulwer's petrel (Bulweria bulwerii)",Journal of Biogeography,"Ramos, Raül; Sanz, Víctor; Militão, Teresa; Bried, Joël; Neves, Verónica C.; Biscoito, Manuel; Phillips, Richard A.; Zino, Francis; González‐Solís, Jacob"
10683989,Use of seabirds to monitor sea-surface temperatures and to validate satellite remote-sensing measurements in the Southern Ocean,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Use of seabirds to monitor sea-surface temperatures and to validate satellite remote-sensing measurements in the Southern Ocean,Marine Ecology Progress Series,"Weimerskirch, Henri; Wilson, Rory P.; Guinet, Christophe; Koudil, Malik"
10683990,Remote sensing of Arctic fjords by Raman Lidar: heat transfer screening by layer of glacier’s relict water,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote sensing of Arctic fjords by Raman Lidar: heat transfer screening by layer of glacier’s relict water,Physics of Wave Phenomena,"Pershin, S. M.; Bunkin, A. F.; Klinkov, V. K.; Lednev, V. N.; Lushnikov, D.; Morozov, E. G.; Yul’metov, R. N."
10683991,Relevance of the behaviour of seabirds to the conservation of marine environments,hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance of the behaviour of seabirds to the conservation of marine environments,Oikos,"Monaghan, Pat"
10683992,Seabird mortality and trawl fisheries,hannah.1.wood,,FALSE,GS, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seabird mortality and trawl fisheries,Animal Conservation,"Croxall, J. P."
10683993,Remote Sensing Data Used during Aerial Surveys of Spring Concentrations of Seabirds in the Sea Ice Eastern Baffin Bay,hannah.1.wood,,FALSE,GS, Main Body, Other: describe below,Couldn't get full text,,1996,Denmark,Baffin Bay,Canada,,1,1995,,,,,,,, Other,At-sea distribution, Other,aerial survey,,5 sec, Satellite,,Danish Meterological Institute,NOAA;;;ESA,ERS,AVHRR;;;SAR,,Ice cover,,,,,,,,,,,,,Remote Sensing Data Used during Aerial Surveys of Spring Concentrations of Seabirds in the Sea Ice Eastern Baffin Bay,,"Mosbech, A.; Boertmann, David; Bagger, Niels; Gudmandsen, Preben"
10683994,Glider and remote sensing observations of the upper ocean response to an extended shallow coastal diversion of wastewater effluent,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glider and remote sensing observations of the upper ocean response to an extended shallow coastal diversion of wastewater effluent,"Estuarine, Coastal and Shelf Science","Seegers, Bridget N.; Teel, Elizabeth N.; Kudela, Raphael M.; Caron, David A.; Jones, Burton H."
10683995,Remote sensing in estimation of forest ecosystem generation at crushed stone quarries in Siberia,hannah.1.wood,,FALSE,GS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote sensing in estimation of forest ecosystem generation at crushed stone quarries in Siberia,Eurasian mining,"Zenkov, I. V.; Nefedov, B. N.; Baradulin, I. M."
10683996,"Cetaceans, sea turtles, and seabirds in the northern Gulf of Mexico: distribution, abundance and habitat associations. Volume I: Executive Summary. Prepared by Texas A&M University at Galveston and the National Marine Fisheries Service. US Department of the Interior, Geologic Survey, Biological Resources Division",hannah.1.wood,,FALSE,GS,Title/Abstract, Unpublished,Contractor report not peer-reviewed artlicel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cetaceans, sea turtles, and seabirds in the northern Gulf of Mexico: distribution, abundance and habitat associations. Volume I: Executive Summary. Prepared by Texas A&M University at Galveston and the National Marine Fisheries Service. US Department of the Interior, Geologic Survey, Biological Resources Division","Texas A&M, OCS MMS","Davis, R. W.; Evans, W. E.; Würsig, B."
